"latitude","longitude"
40.7523575,-73.9893188
40.7393913,-73.9892883
40.7284470,-73.9921188
40.7576065,-73.9873657
40.7407188,-73.9921265
40.7217865,-74.0094452
40.7491035,-73.9945908
40.7651176,-73.9779434
40.7620354,-73.9710083
40.7149429,-74.0060425
40.7249184,-73.9968796
40.7231941,-73.9994736
40.7404060,-74.0068283
40.7068253,-74.0130310
40.7457352,-73.9894333
40.7332726,-73.9928055
40.7243118,-73.9973373
40.7274208,-74.0059586
40.7584343,-73.9900055
40.7267418,-74.0052490
40.7446289,-73.9877167
40.7243118,-73.9973373
40.7561760,-73.9925766
40.7786713,-73.9528427
40.7428589,-73.9934616
40.7504883,-73.9806290
40.7393913,-73.9892883
40.7287636,-73.9961853
40.7175102,-73.9909210
40.7499046,-73.9944077
40.7439346,-73.9886703
40.7205849,-74.0014725
40.7529259,-73.9787445
40.7462959,-73.9824905
40.7399788,-73.9924850
40.7234535,-74.0068436
40.7286491,-73.9921036
40.7205849,-74.0014725
40.7144165,-74.0072632
40.7523651,-73.9885025
40.7260246,-73.9960556
40.7223167,-73.9974823
40.7384148,-73.9939194
40.7073975,-74.0126038
40.7412872,-73.9915848
40.7175941,-73.9910278
40.7243118,-73.9973373
40.7519226,-73.9883270
40.7393913,-73.9892883
40.7206802,-73.9982681
40.7515869,-73.9868774
40.7395973,-73.9883652
40.7531586,-73.9893570
40.7311745,-74.0035553
40.7516632,-73.9887390
40.7205849,-74.0014725
40.7259026,-74.0062332
40.6509514,-74.0109406
40.7398491,-73.9902039
40.7472992,-73.9845200
40.7224541,-74.0028152
40.7436523,-73.9833679
40.7274132,-74.0059814
40.7381744,-73.9903183
40.7292595,-73.9768906
40.7411766,-73.9932251
40.7272224,-73.9948044
40.7404060,-74.0068283
40.7523270,-73.9826813
40.7202034,-73.9986725
40.7194862,-73.9999313
40.7527122,-73.9920731
40.7086983,-74.0116653
40.7293816,-73.9840012
40.7467041,-73.9869080
40.7144165,-74.0072632
40.7453728,-73.9821091
40.7380028,-73.9917831
40.7245941,-73.9970856
40.7377281,-73.9893494
40.7464981,-74.0094452
40.7377281,-73.9893494
40.7366142,-74.0094452
40.7395935,-73.9921722
40.7450714,-73.9926300
40.7617645,-73.9723587
40.7052536,-74.0140686
40.8050499,-73.9568253
40.7501678,-73.9764862
40.7511902,-73.9845963
40.7384148,-73.9939194
40.7453728,-73.9821091
40.7412872,-73.9915848
40.7476959,-73.9803543
40.7217865,-74.0094452
40.7494202,-73.9940643
40.7480545,-73.9947510
40.7465630,-73.9863434
40.7369652,-73.9931717
40.7285538,-73.9850235
40.7551956,-73.9922180
40.7060013,-74.0117493
40.7558823,-73.9795456
40.7450714,-73.9926300
40.7455711,-73.9941559
40.7332726,-73.9928055
40.7521133,-73.9998627
40.7334175,-73.9921570
40.7430267,-73.9848175
40.7265434,-73.9914474
40.7190704,-73.9856186
40.7247696,-73.9963913
40.7534790,-73.9720459
40.7462311,-73.9781113
40.7465591,-73.9811859
40.7446289,-73.9877167
40.7236557,-73.9852982
40.7361069,-73.9912415
40.7407188,-73.9921265
40.7388496,-73.9895096
40.7751122,-73.9886017
40.7396622,-74.0059280
40.7498207,-73.9889526
40.7385750,-73.9871521
40.7342873,-73.9921265
40.7454834,-73.9916687
40.7447701,-73.9899292
40.7393913,-73.9892883
40.7339134,-73.9913177
40.7218933,-74.0003586
40.7368050,-73.9883194
40.7414627,-73.9920654
40.7541161,-73.9906921
40.7327194,-73.9924774
40.7149429,-74.0060425
40.7562714,-73.9985275
40.7409592,-74.0021210
40.7259026,-74.0062332
40.7472992,-73.9845200
40.7314110,-73.9969864
40.7050743,-74.0091629
40.7170639,-74.0021210
40.7465363,-73.9849777
40.7444992,-73.9901581
40.7332726,-73.9928055
40.7388496,-73.9895096
40.7624397,-73.9718018
40.7521553,-73.9951553
40.7514877,-74.0066376
40.7400665,-73.9868088
40.7434921,-73.9896469
40.7407188,-73.9921265
40.7453728,-73.9821091
40.7435112,-73.9908142
40.7487106,-73.9856567
40.7628288,-73.9339600
40.7621078,-73.9847641
40.7149429,-74.0060425
40.7217636,-74.0003586
40.7058372,-74.0073700
40.7445717,-73.9894714
40.7547073,-73.9863510
40.7393913,-73.9892883
40.7501678,-73.9764862
40.7221336,-74.0034943
40.7205849,-74.0014725
40.7437248,-73.9884415
40.7450905,-73.9831314
40.7459221,-73.9889603
40.7087746,-74.0067291
40.7376480,-73.9886169
40.7119217,-74.0084457
40.7400055,-73.9930801
40.7360115,-73.9822769
40.7557144,-73.9888611
40.7243576,-73.9973679
40.7456245,-73.9898453
40.7612152,-73.9977264
40.7376671,-73.9929199
40.7393913,-73.9892883
40.7376747,-73.9929276
40.7304268,-73.9859848
40.7236214,-74.0088043
40.7313004,-74.0085220
40.7265434,-74.0086975
40.7507439,-73.9793777
40.7144165,-74.0072632
40.7342949,-73.9912186
40.7393913,-73.9892883
40.7412109,-73.9958801
40.7449493,-73.9865799
40.7407188,-73.9921265
40.7380714,-73.9898911
40.7492256,-74.0043945
40.7509155,-73.9851074
40.7455788,-74.0076981
40.7175102,-73.9909210
40.7457504,-73.9923019
40.7523651,-73.9885025
40.7104607,-74.0077667
40.7453041,-73.9835587
40.7371025,-73.9954987
40.7175102,-73.9909210
40.7070885,-74.0035477
40.7547188,-73.9938965
40.7504883,-73.9806290
40.7292824,-74.0027847
40.7202034,-73.9986725
40.7371025,-73.9954987
40.7259026,-74.0062332
40.7445793,-73.9839020
40.7274857,-74.0051270
40.7465973,-74.0068817
40.7400055,-73.9930801
40.7551041,-73.9854584
40.7144165,-74.0072632
40.7046852,-74.0112305
40.7388496,-73.9895096
40.7754860,-73.9814987
40.7541046,-73.9989166
40.7131729,-74.0102081
40.7425537,-74.0060806
40.7218742,-74.0017166
40.7396622,-74.0059280
40.7412872,-73.9915848
40.7404671,-73.9933624
40.7456245,-73.9898453
40.7451973,-73.9937439
40.7515869,-73.9868774
40.7245941,-73.9970856
40.7640610,-73.9814758
40.7431831,-73.9908447
40.7464981,-74.0094452
40.7380028,-73.9917831
40.7388344,-73.9938660
40.7541885,-73.9917450
40.7027626,-74.0133438
40.7449493,-73.9853668
40.7262726,-73.9928741
40.7404709,-73.9877625
40.7387505,-73.9947433
40.7482986,-73.9906540
40.7144165,-74.0072632
40.7368507,-73.9909439
40.7283287,-73.9914780
40.7306023,-73.9915237
40.7397499,-73.9898834
40.7384491,-73.9886932
40.7393913,-73.9892883
40.7233009,-74.0029907
40.7399902,-74.0038376
40.7205849,-74.0014725
40.7430267,-73.9848175
40.7446823,-73.9848709
40.7506332,-73.9853058
40.7314110,-73.9969864
40.7394409,-73.9943314
40.7277679,-73.9914703
40.7472687,-73.9800644
40.7376480,-73.9886169
40.7543259,-73.9762115
40.7393913,-73.9892883
40.7393570,-73.9928970
40.7393913,-73.9892883
40.7455788,-74.0076981
40.7236214,-74.0088043
40.7455788,-74.0076981
40.7481232,-73.9938812
40.7105217,-74.0104294
40.7457504,-73.9923019
40.7439346,-73.9886703
40.7462959,-73.9824905
40.7578735,-73.9897461
40.7459221,-73.9889603
40.7478523,-74.0030289
40.7465973,-74.0068817
40.7812119,-73.9782791
40.7534790,-73.9720459
40.7334175,-73.9921570
40.7418518,-73.9955750
40.7376480,-73.9886169
40.7382736,-73.9822845
40.7327309,-73.9900360
40.7217865,-74.0094452
40.7274208,-74.0059586
40.7519951,-73.9838409
40.7415543,-73.9902649
40.7396736,-73.9940414
40.7387581,-73.9936676
40.7202034,-73.9986725
40.7859459,-73.9741898
40.7274208,-74.0059586
40.7274208,-74.0059586
40.7493706,-73.9938583
40.7267418,-74.0052490
40.7385750,-73.9871521
40.7267342,-73.9902115
40.7243500,-73.9917145
40.7233009,-74.0029907
40.7464981,-74.0094452
40.7261124,-73.9956131
40.7042542,-74.0117950
40.7539253,-73.9854126
40.7571220,-73.9865646
40.7205849,-74.0014725
40.7205849,-74.0014725
40.7402344,-73.9899979
40.7393913,-73.9892883
40.7539482,-73.9811935
40.7245331,-73.9995728
40.7547112,-73.9920044
40.7436523,-73.9833679
40.7459221,-73.9915924
40.7141800,-74.0155640
40.7051620,-74.0117493
40.7271576,-74.0076904
40.7202034,-73.9986725
40.7272224,-73.9948044
40.7623558,-73.9693604
40.7057953,-74.0127258
40.7448540,-73.9901199
40.7250633,-73.9976959
40.7447701,-73.9899292
40.7472878,-73.9921875
40.7384834,-73.9887238
40.7203903,-73.9983139
40.7434540,-73.9914703
40.7495842,-73.9826279
40.7405090,-73.9877319
40.7527351,-73.9740906
40.7444992,-73.9893570
40.7286415,-73.9920807
40.7408905,-73.9947891
40.7512207,-74.0043869
40.7531586,-73.9893570
40.7051620,-74.0092392
40.7274208,-74.0059586
40.7334175,-73.9921570
40.7387505,-73.9947433
40.7504883,-73.9806290
40.7208862,-74.0010300
40.7406311,-73.9926987
40.7334175,-73.9921570
40.7221565,-73.9923096
40.7175102,-73.9909210
40.7633133,-73.9849396
40.7390404,-73.9902039
40.7492981,-73.9914932
40.7341003,-74.0034256
40.7554207,-73.9927292
40.7523880,-73.9836349
40.7481232,-73.9938812
40.7203903,-73.9983139
40.7243118,-73.9973373
40.7400055,-73.9930801
40.7550507,-73.9918289
40.7481232,-73.9938812
40.7560883,-73.9901123
40.7334595,-73.9913254
40.7528343,-73.9915924
40.7205849,-74.0014725
40.7645912,-73.9648209
40.7393913,-73.9892883
40.7504883,-73.9849472
40.7070122,-74.0122986
40.7564774,-73.9824753
40.7410240,-73.9917679
40.7259026,-74.0062332
40.7481232,-73.9938812
40.7221565,-73.9923096
40.7407188,-73.9921265
40.7253876,-73.9973907
40.7119865,-74.0104065
40.7557220,-73.9933701
40.7446289,-73.9877167
40.7407188,-73.9921265
40.7543755,-73.9863510
40.7399788,-73.9924850
40.7274208,-74.0059586
40.7406311,-73.9926987
40.7542648,-73.9773026
40.7052917,-74.0108795
40.7393913,-73.9892883
40.7427292,-73.9915695
40.7445908,-73.9827805
40.7512245,-73.9799881
40.7396507,-73.9905548
40.7052536,-74.0140686
40.7226410,-74.0010681
40.7457504,-73.9923019
40.7262917,-74.0087357
40.7436523,-73.9833679
40.7475433,-73.9916000
40.7274208,-74.0059586
40.7905655,-73.9720840
40.7314110,-73.9969864
40.7376480,-73.9886169
40.7469826,-73.9853439
40.7480545,-73.9947510
40.7734718,-73.9542847
40.7506828,-73.9791946
40.7476768,-73.9834366
40.7616959,-73.9817734
40.7105217,-74.0104294
40.7274208,-74.0059586
40.7274208,-74.0059586
40.7253952,-74.0048065
40.7388496,-73.9895096
40.7449799,-73.9832535
40.7286415,-73.9920807
40.7240181,-73.9965515
40.7267418,-74.0052490
40.7234535,-74.0068436
40.7465210,-73.9930344
40.7482834,-74.0035095
40.7447968,-73.9938812
40.7459221,-73.9889603
40.7472229,-73.9965973
40.7620506,-73.9888458
40.7393913,-73.9892883
40.7541046,-73.9989166
40.7031937,-74.0093689
40.7533264,-73.9993668
40.7202034,-73.9986725
40.7419434,-73.9966660
40.7451973,-73.9937439
40.7347336,-73.9940796
40.7061615,-74.0137100
40.7311440,-73.9895782
40.7366180,-73.9918060
41.1115456,-73.8583832
40.7462959,-73.9824905
40.7205849,-74.0014725
40.7342949,-73.9912186
40.7525902,-73.9833069
40.7391815,-73.9934006
40.7519608,-73.9902954
40.7410736,-73.9990921
40.7168999,-74.0103683
40.7519836,-73.9697800
40.7388496,-73.9895096
40.7481155,-73.9843979
40.7516327,-73.9812622
40.7332726,-73.9928055
40.7399788,-73.9924850
40.7467041,-73.9869080
40.7314110,-73.9969864
40.7438622,-73.9861221
40.7226677,-73.9987564
40.7245331,-73.9995728
40.7425537,-74.0060806
40.7389526,-73.9923325
40.7274208,-74.0059586
40.7144432,-74.0064545
40.7243118,-73.9973373
40.7271576,-74.0076904
40.7286415,-73.9920807
40.7462654,-73.9866028
40.7243118,-73.9973373
40.7611008,-73.9706497
40.7444038,-73.9871521
40.7543945,-73.9708786
40.7620010,-73.9680023
40.7515869,-73.9868774
40.7411766,-73.9932251
40.7411766,-73.9932251
40.7410240,-73.9917679
40.7076340,-74.0107727
40.7431831,-73.9908447
40.7195282,-74.0089951
40.7368507,-73.9909439
40.7560883,-73.9901123
40.7238579,-73.9974899
40.7414589,-73.9964676
40.7453728,-73.9821091
40.7083397,-74.0071640
40.7449799,-73.9832535
40.7477112,-73.9855270
40.7245445,-73.9418640
40.7405090,-73.9877319
40.7508736,-73.9858780
40.7052536,-74.0140686
40.7313652,-74.0028458
40.7416229,-73.9909897
40.7482986,-73.9906540
40.7526245,-73.9851990
40.7267418,-74.0052490
40.7433662,-73.9887009
40.7718620,-73.9901123
40.7277527,-74.0076981
40.7888565,-73.9765549
40.7297668,-73.9927368
40.7525902,-73.9951706
40.7238960,-74.0009079
40.7156982,-74.0160599
40.7397499,-73.9898834
40.7189598,-74.0027924
40.7393913,-73.9892883
40.7283287,-73.9914780
40.8120537,-73.9500885
40.7175102,-73.9909210
40.7467232,-73.9840775
40.7556076,-73.9828491
40.7130699,-74.0130768
40.7313004,-74.0085220
40.7395973,-73.9883652
40.7400932,-73.9854889
40.7076340,-74.0107727
40.7714424,-73.9894028
40.7554016,-73.9837341
40.7355232,-74.0062561
40.7087746,-74.0067291
40.7180710,-74.0034180
40.7623863,-73.9718704
40.7539406,-73.9730988
40.7629089,-73.9745560
40.7393913,-73.9892883
40.7576065,-73.9873657
40.7253914,-74.0060883
40.7217865,-74.0094452
40.7245522,-73.9953842
40.7217636,-74.0003586
40.7414589,-73.9964676
40.7402115,-73.9899826
40.7412872,-73.9915848
40.7580605,-73.9788666
40.7566795,-73.9760742
40.7668839,-73.9822464
40.7465935,-73.9880447
40.7507591,-73.9767990
40.7545891,-73.9908829
40.7105217,-74.0104294
40.7480469,-73.9919434
40.7175751,-74.0050888
40.7393913,-73.9892883
40.7105217,-74.0104294
40.7347336,-73.9940796
40.7304993,-74.0072174
40.7584686,-73.9722824
40.7401848,-73.9916229
40.7313004,-74.0085220
40.7459717,-73.9916992
40.7528038,-73.9747543
40.7267418,-74.0052490
40.7470207,-73.9922867
40.7226677,-73.9987564
40.7286415,-73.9920807
40.7393913,-73.9892883
40.7416229,-73.9909897
40.7368507,-73.9909439
40.7630043,-73.9809418
40.7108841,-74.0083923
40.7406540,-73.9922180
40.7443619,-73.9880295
40.7505646,-73.9851074
40.7079315,-74.0064621
40.7471504,-73.9917755
40.7471504,-73.9917755
40.7431831,-73.9908447
40.7593040,-73.9900436
40.7364960,-74.0049057
40.7563591,-73.9826050
40.7217712,-74.0002670
40.7400932,-73.9854889
40.7184219,-73.9976196
40.7239113,-73.9978180
40.7529259,-73.9787445
40.7372246,-73.9949417
40.7031937,-74.0093689
40.7496147,-73.9666748
40.7108841,-74.0083923
40.7108841,-74.0083923
40.7466240,-73.9854202
40.7198486,-74.0007401
40.7259026,-74.0062332
40.7436981,-73.9894104
40.7550507,-73.9918289
40.7274208,-74.0059586
40.7549820,-73.9871826
40.7510757,-73.9799881
40.7409363,-73.9926529
40.7040787,-74.0165100
40.7429352,-73.9838943
40.7226410,-74.0010681
40.7332726,-73.9928055
40.7385750,-73.9871521
40.7393913,-73.9892883
40.7409363,-73.9926529
40.7450905,-73.9831314
40.7088814,-74.0114288
40.7541046,-73.9989166
40.7456245,-73.9898453
40.7387505,-73.9947433
40.7481155,-73.9843979
40.7393913,-73.9892883
40.7529259,-73.9787445
40.7277527,-74.0076981
40.7087746,-74.0067291
40.7516022,-74.0065155
40.7603912,-73.9807663
40.7575951,-73.9915161
40.7410240,-73.9917679
40.7508736,-73.9858780
40.7076340,-74.0107727
40.7511826,-73.9882050
40.7790451,-73.9878540
40.7488289,-73.9937592
40.7754860,-73.9814987
40.7436523,-73.9833679
40.7217636,-74.0003586
40.7522507,-73.9869843
40.7467041,-73.9869080
40.7297668,-73.9927368
40.7443008,-73.9934387
40.7217865,-74.0094452
40.7628365,-73.9824677
40.7376671,-73.9929199
40.7376480,-73.9886169
40.7504883,-73.9806290
40.7558708,-73.9701462
40.7536240,-73.9865494
40.7301369,-73.9901276
40.7512207,-74.0043869
40.7415543,-73.9902649
40.7205849,-74.0014725
40.7416229,-73.9909897
40.7108841,-74.0083923
40.7274208,-74.0059586
40.7393913,-73.9892883
40.7523575,-73.9893188
40.7186775,-73.9987946
40.7490501,-73.9794998
40.7428589,-73.9934616
40.7799187,-73.9761124
40.7481232,-73.9938812
40.7611008,-73.9706497
40.7371330,-73.9930496
40.7269211,-74.0069275
40.7144165,-74.0072632
40.7516022,-74.0065155
40.7146378,-74.0062866
40.7513199,-73.9821472
40.7523956,-73.9847717
40.7225914,-74.0027618
40.7243118,-73.9973373
40.7413559,-74.0032043
40.7451668,-73.9802628
40.7516632,-73.9887390
40.7450829,-73.9810486
40.7436714,-73.9835205
40.7593956,-73.9697800
40.7093697,-74.0099106
40.7074890,-74.0108414
40.7457352,-73.9894333
40.7057800,-74.0139694
40.7056656,-74.0118790
40.7536469,-73.9919357
40.7756462,-73.9623489
40.7420464,-73.9918213
40.7433777,-73.9894791
40.7399788,-73.9924850
40.7491035,-73.9945908
40.7481155,-73.9843979
40.7418365,-73.9928818
40.7535973,-73.9780884
40.7511826,-73.9882050
40.7076340,-74.0107727
40.7067986,-74.0113831
40.7440681,-73.9852219
40.7424507,-73.9857864
40.7393570,-73.9928970
40.7364311,-73.9910431
40.7308350,-73.9952240
40.7393913,-73.9892883
40.7428589,-73.9934616
40.7575073,-73.9877701
40.7437248,-73.9884415
40.7446289,-73.9877167
40.7529488,-73.9918213
40.7274208,-74.0059586
40.7447205,-73.9936447
40.7487869,-73.9945450
40.7477150,-73.9878082
40.7358742,-73.9939728
40.7108841,-74.0083923
40.7429352,-73.9838943
40.7472000,-73.9908295
40.7550354,-73.9718552
40.7532082,-73.9846039
40.7205849,-74.0014725
40.7423477,-73.9862900
40.7535858,-73.9914551
40.7382736,-73.9822845
40.7566872,-73.9800186
40.7339134,-73.9913177
40.7512245,-73.9799881
40.7451668,-73.9802628
40.7793922,-73.9851685
40.7108841,-74.0083923
40.7566261,-73.9697571
40.7521133,-73.9822922
40.7376480,-73.9886169
40.7544670,-73.9943924
40.7089920,-74.0072708
40.7481232,-73.9938812
40.7426414,-73.9918137
40.7499733,-74.0042953
40.7430687,-73.9896622
40.8518600,-73.9314575
40.7604675,-73.9733276
40.7580605,-73.9788666
40.7571220,-73.9865646
40.7291718,-73.9993362
40.7294693,-74.0001602
40.7410240,-73.9917679
40.7076340,-74.0107727
40.7169189,-73.9968948
40.7268677,-74.0077362
40.7478523,-73.9826050
40.7481232,-73.9938812
40.7411766,-73.9932251
40.7404327,-73.9940948
40.7359467,-73.9880981
40.7478485,-73.9879608
40.7274208,-74.0059586
40.7525330,-73.9790802
40.7519951,-73.9838409
40.7625275,-73.9957886
40.7440681,-73.9852219
40.7483406,-73.9929962
40.7520981,-73.9906921
40.7534790,-73.9720459
40.7861214,-73.9510727
40.7445793,-73.9839020
40.7528610,-73.9878616
40.7205849,-74.0014725
40.7274208,-74.0059586
40.7209854,-74.0013733
40.7628746,-73.9825897
40.7509079,-73.9735794
40.7393913,-73.9892883
40.7108841,-74.0083923
40.7491035,-73.9945908
40.7568359,-73.9725952
40.7462311,-73.9781113
40.7445908,-73.9827805
40.7486420,-73.9942322
40.7274208,-74.0059586
40.7691383,-73.9936066
40.7265778,-73.9953156
40.7520981,-73.9906921
40.7505379,-73.9842453
40.7188263,-73.9989853
40.7547073,-73.9863510
40.7492638,-73.9858704
40.7430267,-73.9848175
40.7477722,-73.9933624
40.7243118,-73.9973373
40.7068748,-74.0043869
40.7207985,-73.9933701
40.7504883,-73.9806290
40.7629509,-73.9692993
40.7500114,-73.9856720
40.7534409,-73.9895325
40.7446289,-73.9877167
40.7108841,-74.0083923
40.7353363,-74.0082016
40.7534370,-73.9910049
40.7065544,-74.0090485
40.7555466,-73.9808578
40.7253914,-74.0060883
40.7626839,-73.9682693
40.7566261,-73.9697571
40.7514420,-73.9906769
40.7411766,-73.9932251
40.7566872,-73.9800186
40.7283211,-73.9921570
40.7504692,-73.9806061
40.7525024,-73.9915390
40.7516022,-74.0065155
40.7456245,-73.9898453
40.7387428,-73.9929276
40.7535973,-73.9780884
40.7259254,-73.9969330
40.7588921,-73.9696121
40.7386093,-73.9944000
40.7498207,-73.9889526
40.7467041,-73.9869080
40.7546349,-73.9889374
40.7408905,-73.9947891
40.7237854,-73.9987640
40.7272224,-73.9948044
40.7434464,-73.9872284
40.7388496,-73.9895096
40.7207565,-73.9981232
40.7388496,-73.9895096
40.7453156,-73.9801712
40.7564774,-73.9824753
40.7478523,-73.9826050
40.7190666,-73.9969864
40.7456245,-73.9898453
40.7050743,-74.0091629
40.7245331,-73.9995728
40.7416878,-73.9905777
40.7570267,-73.9839172
40.7482147,-73.9893341
40.7549820,-73.9871826
40.7478523,-73.9826050
40.7535973,-73.9780884
40.7519569,-73.9845581
40.7405090,-73.9877319
40.7376480,-73.9886169
40.7313004,-74.0085220
40.7561760,-73.9925766
40.7468910,-73.9851913
40.7274208,-74.0059586
40.7451973,-73.9937439
40.7520218,-74.0053024
40.7474251,-73.9924927
40.7433777,-73.9894791
40.7444992,-73.9901581
40.7704353,-73.9904861
40.7214127,-73.9999008
40.7459221,-73.9889603
40.7212105,-74.0040131
40.7108841,-74.0083923
40.7423477,-73.9862900
40.7539444,-73.9926071
40.7526245,-73.9757156
40.7205849,-74.0014725
40.7411766,-73.9932251
40.7558708,-73.9701462
40.7457504,-73.9923019
40.7073059,-74.0086746
